sentiment	text
neutral	Rangers OF Josh Hamilton has been placed on 15-day DL with injured left knee; team is 1.5 GB of 2nd AL Wild Card
neutral	The sound of Sunday with Katy Perry - Roar http://t.co/CvHFOMO1tN #webradio #internetradio
positive	Tomorrow is my last day at dunkin after 3 years.. Bittersweet
positive	I am optimistic about coach Sunday Oliseh's ability to turnaround the Super Eagles. We are due an inspirational team.
neutral	From the archives... Blog Every Day in May - Star Wars Day https://t.co/4FLS7J581e
positive	@Teppotastic @CutoutPanda I probably will, for Star Wars day (19th for us)!
neutral	@ZigZaggyZagg wait...  Isn't that May 4 is Star Wars day?
neutral	"A fresh catch over @Streamdotorg My 1st column of 3 on the ""Gay"" Crucible and the Catholic Church--check it out! https://t.co/Yet96INIs0"
neutral	I'll just leave this right here..  Kendrick Lamar - Black Friday #np on #SoundCloud https://t.co/SHNMP2OIwB
neutral	In the Saudi Arabia, UAE, neighbors and much of Northern Africa, the weekend is Friday &amp; Saturday. The first work day of the week is Sunday.
neutral	@RyanMaslen1 it's all Gucci my water bottle exploded on me Monday
neutral	When y'all can write lyrics that come close to Tupac, Ice Cube, or Eminem then and only then you may get my attention
negative	Zac Brown Band - Goodbye In Her Eyes fuck you  MAGGOOT KBG 3RD MATE RUSSIA PUTIN FUCK YOU
neutral	"invited to an expert round table in Poland on representation of Muslims in the media. Organizers keep emailing me ""Mr."" 1st prob right there"
neutral	'Lady Gaga' appeared on Saturday 19 at the 5th place in the Top20 of Greece's Trends: https://t.co/ZdV9XVvCdI #trndnl
neutral	weird as tho I have science 1 period Monday mornings and thanks to tom I have it instd&amp;still want Dunkin maybe the bus will stop tommorrow?
neutral	"Straight Outta Compton again... for the 3rd time. ""Yeaah Yay!"" (In Ice Cube's voice)"
positive	Last day closing at Dunkin. Tomorrow is my actual last day. Thank god.
neutral	Probably gon be able to walk in the store and get dem Gucci Foams tomorrow, looks like they'll have a lot of pairs....
positive	Here's where to get a free hot dog tomorrow, on National Hot Dog day http://t.co/7f4DeqaFHX via @HPLifestyle
neutral	This coming Sunday, @nathanlino continues the series on 5 major spiritual strongholds among Christians: Anger. Ephesians 4:26-27.
neutral	Can the Blue Jays Afford to Extend David Price?: It may seem crazy, here in the thick of a pennant race, to di... http://t.co/mR4RrgGlQW
negative	Mark James on bbc says as Paul Dunne is on the 17th tee let's not have anymore British out of bounds. Dunne is irish not British. #typical
positive	@ParisCarney great pic of both of you! How time flies, eh? Bangs, all girls do bangs . Paul McCartney's 1st GF set the rage rage 4 bangs
positive	May go see Ant-Man tonight. Anyone interested?
neutral	"Why is there rumours going around saying Lady Gaga's 5th album is titled 'Scorpio Moon"""
neutral	Briana and Matt taking some time out for a quick cuddle in Fitzroy on Saturday. These streets are not only the... https://t.co/GotDgfaDLq
negative	I like Taylor Swift as much as the next man but Bad Blood may be the single worst song ever created in the history of mankind.
neutral	I might be able to see Shawn on Tuesday but I have to find someone to go with
positive	Next Friday the best one Ice Cube made
neutral	@verona71 Hi, this matter should be resolved but it may take time for the water supply to reach the whole network. Thanks, Niall.
positive	@KhasanB84 My dream is to meet Katy Perry, on 6 October in Chile, please help to keep it, will only be a few minutes, just a photo ..
neutral	@chaensaw @jsdtweets Also, I want to exploit this convo and say that I'll be writing about U2's catalog for @TheSolute in September/October.
positive	Hawes &amp; Curtis wishes you Season's Greetings. Spend time with your loved ones and we'll see you all tomorrow! https://t.co/AVIA8UDY6F
neutral	@Ham0nRy @burnley_penguin Soundgarden may have been first, but w/o Nirvana, I don't know that you hear PJ and others nationally
neutral	@HarryBowditch taking a day off got a photo shoot in Milan tomorrow at 6:/
positive	At last, evidence that George Osborne's drive to make work more attractive that benefits is working. #makeworkpay https://t.co/M8Nrr4DSX3
positive	With 9 Ks on 109 pitches, will David Price get the 9th? He's been incredible tonight! #BlueJays leading 8-2 http://t.co/WqGVMbCVZe
positive	I'm at the point of drunkenness where I lay in bed and eat plain tortillas while I watch twilight zone reruns. It's a wild fucking Saturday.
neutral	@xguccilou may be they dont wanna hurt the fans with zayn's pic with the boys!
neutral	Im having like a terrible day and Maddie just made it ten times better with Dunkin tomorrow
negative	Seriously. Now she gets to be the face of Christians claiming they're being persecuted. Go away already.  https://t.co/oYEeiOF0Es
neutral	...reasons and sharing the video is inconsiderate to briana and louis. it may be difficult for them &amp; we need to stop  #OhNoBriana   ...
positive	I made it to Boston! Going to my first Red Sox game tomorrow! #Jacked #Bahston #ClamChowder #BigPapi #FreeBrady
positive	It's going to be @ItsYourBoyR2's first time watching Naruto as a weekly-episode-watcher tomorrow. Join the club!
neutral	The pumpkin spice comes back tomorrow at Dunkin. Time to pumpkin spice all the things.
neutral	As sure as the sun coming up everyday, Dustin Johnson implodes at a Sunday major #PGAChampionship
positive	@OfThunderAesir without nerves. So, when Thor left the room he sat there. And waited.   It didn't take long for them to roll out the big +
positive	The Twilight Sad, the Guinness and the Rangers. The perfect Saturday. https://t.co/7PT8RjfsBG
neutral	Zayn is back in LA - he was seen leaving The Warwick in Hollywood last night, August 26 http://t.co/nLv0jUri3e
positive	Watched Ant-Man for the 2nd time today, and thought of 2 more reasons to see it again: to catch the Easter eggs and catalog its Britishisms.
negative	Murray can't be happy with that tie-break esp. What did he need to do better this match? #usopen https://t.co/aThIQd6RlI
neutral	Murray would be working the night shift at McDonalds in Glasgow if he hadn't learned how to hit a tennis ball https://t.co/Vp533WB2FK
negative	@Sandwich_Fire I pray that one day you die in hell. Along side capitalist pigs like Kim Kardashian &amp; Justin Bieber. May Stalin smite you.
positive	:D Today is Sundae, July 19 and it's National Ice Cream Day! :D From classic vanilla to avocado (yes, it exists),... http://t.co/fOwnfJNXoX
neutral	i'm gonna do this with zayn's face https://t.co/XQ53qzquJS
neutral	NY man convicted Friday of plotting to kill Muslims with a WMD. Where is media? Now if he were Muslim... My article http://t.co/z6nAxTAg9t
negative	having the worst day and all I was looking forward to was Sam Smith tomorrow and I come from dance to find out ITS FUCKING CANCELLED
positive	But tomorrow is my day off so I'll be alright (Kendrick voice)
positive	Going to the Red Sox game tomorrow  What I'm most looking forward to?  Post game burrito at @ElPelonTaqueria by a MILE
positive	im going to sleep excited for june 6th so i can watch twilight all day every day!
neutral	"If the rumours I'm hearing are true, this next batch of NXT hires may actually be better than the ""NXT Kliq""(Owens,Balor,Itami,Zayn,Neville)"
positive	Super Eagles head coach Sunday Oliseh is happy with outcome of the 2018 Fifa World Cup preliminar...  http://t.co/Tro5Mvtiky
neutral	#Cubs strike first in the 1st after Kris Bryant hit into a fielders choice, they lead the #SFGiants 1-0.
neutral	@bethandbono My girlfriend is a prime case. Has gotten big into U2 lately but didnt know the words to Gloria/Party Girl/Electric Co/ October
positive	RIP Frank Gifford.  He will forever be linked to the legend and legacy of Monday Night Football. #mnf
negative	@LeBatardShow Please refrain from interupting Dan's rants on Dana White with a stupid ass Sunday Countdown commercial...     k? thanks!
neutral	@SGT_BuckyBarnes Thor sat with him through all of it, easing his pain as best he could with remedies Thor has been taught on Asgard. He -
positive	Final shows for Pixels &amp; Ant-Man are Thursday! Opening Wednesday: Shaun the Sheep &amp; Thursday: Fantastic Four!
negative	@TerminalW00k @savvyusmc @GilFaizonSports why are you built like john cena? And why did a 9th grader do your tattoos http://t.co/ZBKJSJIoQy
negative	@ColMorrisDavis @jaketapper House of Saud destroying Iran's petro economy before they can get the 1st tanker filled
negative	Dark Souls progress: getting real sick of these Asylum Demon-like bosses. Firesage was exactly the same as Stray Demon! c'mon, Dark Souls
neutral	@CelebInfoForYou would you be able to help me meet Cam or Shawn in NYC on Wednesday please
positive	If you could win a golf tournament on the 1st day, then Dustin Johnson would have 9 majors by now.
positive	@WWERollins comin to the WWE show Nov 5th.could you sign my new Seth Rollins tshirt, if not I'll get @WWENoble on you! #thefuture
negative	Murray misses a good chance to break at the start of the 4th. Sloppy along with a brilliant shot from Anderson denies the break. #USOpen
neutral	"@HeymanHustle May I break the internet and ask what you opinion of the Hulk Hogan ""Controversy"" is? There's no wrong answer. I'm curious."
neutral	Should the Sunday #tradinglaw be a thing of the past? George Osborne thinks so http://t.co/nrLlUgID3e
positive	Saturday Night Fever - More Than A Woman (Bee Gees) https://t.co/Z48fZiDFJB via @YouTube Travolta, just Travolta! Wow!
negative	I think my yoga teacher hates me cuz on the 1st day I refused to take off my socks and then today he made me do this: http://t.co/8vWSyVCqms
neutral	Ryan Braun hits his 24th HR of the season and Wily Peralta gives up 1 run in 7 innings as @Brewers beat Reds, 4-1. http://t.co/rpuXvsveKn
positive	@GolfCentral Amateurs performing well everywhere!! Paul Dunne leading the Open and Robbie Shelton in 3rd at the Barbasol. Good stuff.
positive	time to watch Naruto til the sun rises
neutral	I have extra tickets to Jason Aldean at Riverbend tomorrow, message me if you're interested!
positive	@GloriaChapa1 Sorry about the Sharknado 3 tweet. Forgot you must wait until Sat. to see it. Won't say any more but think you'll enjoy it.
positive	"@OfIceAndBlood Owen grinned, this may be a little easier. ""I've heard a lot about you from Thor and Chris. It's lovely to meet you!"""
neutral	The Royals got Cueto for Tuesday night. They don't want Thor is game 7
positive	@pstni Some may believe in Thor or nothing at all, but I believe in the risen Savior Jesus Christ.
neutral	frank ocean may have completely hoed us but at least the weeknd is making up for it
negative	I've a bad feeling Simpson's plot in the 2nd half of the season is #JessicaJones equivalent of 'Thor's vision quest' in Age of Ultron
neutral	@H3lloKimmy @chrrispy I know he's lying! But Shawn said Cloud 9 on Thursday if you're both down.
neutral	@rnbzrince lol remember Zayn's old tweet that said to watch out for august 21st that's what we're joking about
positive	Concert this Thursday with @jhowse72 ! Then hopefully get some tickets for Jason Aldean, @coleswindell, and @tylerfarr
positive	"It's Friday, and you should all have the riff from Iron Maiden's ""The Rime of the Ancient Mariner"" in your heads."
negative	@URcrazytweeple mar jaa jakar tere maa baap ka jeevan sudhar jayega hahaha fuck off with mandana to iran u dont deserve to leave in india
neutral	Just because the sex tape may be of Briana doesn't mean Louis isn't the dad like come on....
neutral	So I'm ready to make more progress in Dark Souls NG-NG+99...we'll kick off tomorrow's stream with NG+86 Chat Chosen Weapons 2pm EDT!!!
